2020-06-03 19:07:02,master,gpu,1,99,1134
2020-06-03 19:07:33,master,gpu,2,99,1134
2020-06-03 19:08:03,master,gpu,3,0,1134
2020-06-03 19:08:33,master,gpu,4,99,1134
2020-06-03 19:09:03,master,gpu,5,99,1134
2020-06-03 19:09:33,master,gpu,6,99,1134
2020-06-03 19:10:03,master,gpu,7,99,1134
2020-06-03 19:10:32,master,gpu,8,99,1134
2020-06-03 19:11:02,master,gpu,9,99,1134
2020-06-03 19:11:32,master,gpu,10,99,1134
2020-06-03 19:12:02,master,gpu,11,99,1134
2020-06-03 19:12:32,master,gpu,12,99,1134
2020-06-03 19:13:02,master,gpu,13,99,1134
2020-06-03 19:13:32,master,gpu,14,99,1134
2020-06-03 19:14:02,master,gpu,15,99,1134
2020-06-03 19:14:32,master,gpu,16,99,1134
2020-06-03 19:15:02,master,gpu,17,99,1134
2020-06-03 19:15:32,master,gpu,18,99,1134
2020-06-03 19:16:02,master,gpu,19,99,1134
2020-06-03 19:16:34,master,gpu,20,99,1134
2020-06-03 19:17:04,master,gpu,21,99,1134
2020-06-03 19:17:34,master,gpu,22,99,1134
2020-06-03 19:18:04,master,gpu,23,99,1134
2020-06-03 19:18:35,master,gpu,24,99,1134
2020-06-03 19:19:05,master,gpu,25,99,1134
2020-06-03 19:19:35,master,gpu,26,99,1134
2020-06-03 19:20:06,master,gpu,27,99,1134
2020-06-03 19:20:36,master,gpu,28,99,1134
2020-06-03 19:21:09,master,gpu,29,99,1134
2020-06-03 19:21:39,master,gpu,30,99,1134
2020-06-03 19:22:09,master,gpu,31,99,1134
2020-06-03 19:22:39,master,gpu,32,99,1134
2020-06-03 19:23:09,master,gpu,33,99,1134
2020-06-03 19:23:39,master,gpu,34,99,1134
2020-06-03 19:24:09,master,gpu,35,99,1134
2020-06-03 19:24:39,master,gpu,36,99,1134
2020-06-03 19:25:09,master,gpu,37,99,1134
2020-06-03 19:25:39,master,gpu,38,99,1134
2020-06-03 19:26:09,master,gpu,39,99,1134
2020-06-03 19:26:38,master,gpu,40,99,1134
2020-06-03 19:27:08,master,gpu,41,99,1134
2020-06-03 19:27:38,master,gpu,42,99,1134
2020-06-03 19:28:08,master,gpu,43,99,1134
2020-06-03 19:28:39,master,gpu,44,99,1134
2020-06-03 19:29:09,master,gpu,45,99,1134
2020-06-03 19:29:39,master,gpu,46,99,1134
2020-06-03 19:30:09,master,gpu,47,99,1134
2020-06-03 19:30:39,master,gpu,48,99,1134
2020-06-03 19:31:09,master,gpu,49,99,1134
2020-06-03 19:31:39,master,gpu,50,99,1134
2020-06-03 19:32:09,master,gpu,51,99,1134
2020-06-03 19:32:39,master,gpu,52,0,1134
2020-06-03 19:33:08,master,gpu,53,99,1134
2020-06-03 19:33:38,master,gpu,54,99,1134
2020-06-03 19:34:08,master,gpu,55,99,1134
2020-06-03 19:34:38,master,gpu,56,99,1134
2020-06-03 19:35:08,master,gpu,57,99,1134
2020-06-03 19:35:38,master,gpu,58,99,1134
2020-06-03 19:36:09,master,gpu,59,99,1134
2020-06-03 19:36:39,master,gpu,60,99,1134
2020-06-03 19:37:10,master,gpu,61,99,1134
2020-06-03 19:37:40,master,gpu,62,99,1134
2020-06-03 19:38:10,master,gpu,63,99,1134
2020-06-03 19:38:40,master,gpu,64,99,1134
2020-06-03 19:39:11,master,gpu,65,99,1134
2020-06-03 19:39:41,master,gpu,66,99,1134
2020-06-03 19:40:11,master,gpu,67,99,1134
2020-06-03 19:40:41,master,gpu,68,99,1134
2020-06-03 19:41:11,master,gpu,69,99,1134
2020-06-03 19:41:41,master,gpu,70,99,1134
2020-06-03 19:42:12,master,gpu,71,99,1134
2020-06-03 19:42:42,master,gpu,72,99,1134
2020-06-03 19:43:12,master,gpu,73,99,1134
2020-06-03 19:43:43,master,gpu,74,99,1134
2020-06-03 19:44:14,master,gpu,75,99,1134
2020-06-03 19:44:46,master,gpu,76,99,1134
2020-06-03 19:45:16,master,gpu,77,99,1134
2020-06-03 19:45:45,master,gpu,78,99,1134
2020-06-03 19:46:17,master,gpu,79,51,1134
2020-06-03 19:46:47,master,gpu,80,99,1134
2020-06-03 19:47:16,master,gpu,81,99,1134
2020-06-03 19:47:48,master,gpu,82,99,1134
2020-06-03 19:48:18,master,gpu,83,99,1134
2020-06-03 19:48:49,master,gpu,84,99,1134
2020-06-03 19:49:19,master,gpu,85,99,1134
2020-06-03 19:49:49,master,gpu,86,99,1134
2020-06-03 19:50:20,master,gpu,87,99,1134
2020-06-03 19:50:50,master,gpu,88,99,1134
2020-06-03 19:51:20,master,gpu,89,99,1134
2020-06-03 19:51:50,master,gpu,90,99,1134
2020-06-03 19:52:20,master,gpu,91,99,1134
2020-06-03 19:52:50,master,gpu,92,99,1134
2020-06-03 19:53:20,master,gpu,93,99,1134
