2018-10-01,01:10:17.539,/dev/video4,219,1,0
2018-10-01,01:12:23.237,/dev/video4,957,1,0
2018-10-04,05:30:52.005,/dev/video4,6828,1,0
2018-10-04,05:45:28.155,/dev/video4,13179,1,0
2018-10-04,06:34:59.522,/dev/video4,46533,1,0
2020-04-29,19:32:03.531,/dev/video4,182355,1,0
2020-04-29,20:00:00.224,/dev/video4,27899,1,0
2020-04-29,20:30:00.168,/dev/video4,27897,1,0
2020-04-29,21:00:01.739,/dev/video4,27928,1,0
2020-04-29,21:29:59.981,/dev/video4,27894,1,0
2020-04-29,22:00:01.282,/dev/video4,27928,1,0
2020-04-29,22:30:01.860,/dev/video4,27928,1,0
2020-04-29,23:00:00.231,/dev/video4,27898,1,0
2020-04-29,23:30:00.207,/dev/video4,27895,1,0
2020-04-30,00:00:00.247,/dev/video4,27899,1,0
2020-04-30,00:30:00.097,/dev/video4,27895,1,0
2020-04-30,01:00:00.473,/dev/video4,27735,1,0
2020-04-30,01:30:01.947,/dev/video4,27930,1,0
2020-04-30,02:00:00.071,/dev/video4,27899,1,0
2020-04-30,02:30:01.829,/dev/video4,27926,1,0
2020-04-30,03:00:01.709,/dev/video4,27926,1,0
2020-04-30,03:30:00.386,/dev/video4,27897,1,0
2020-04-30,04:00:01.523,/dev/video4,27928,1,0
2020-04-30,04:30:01.490,/dev/video4,27929,1,0
2020-04-30,05:00:01.468,/dev/video4,27926,1,0
2020-04-30,05:30:01.818,/dev/video4,27927,1,0
2020-04-30,06:00:00.115,/dev/video4,27898,1,0
2020-04-30,06:30:01.334,/dev/video4,27929,1,0
2020-04-30,07:00:00.203,/dev/video4,27895,1,0
2020-04-30,07:30:00.142,/dev/video4,27899,1,0
2020-04-30,08:00:01.501,/dev/video4,27927,1,0
2020-04-30,08:30:01.676,/dev/video4,26516,1,0
2020-04-30,09:00:00.223,/dev/video4,27899,1,0
