2018-10-01,01:10:17.537,/dev/video5,219,1,0
2018-10-01,01:12:23.235,/dev/video5,957,1,0
2018-10-04,05:30:52.003,/dev/video5,6828,1,0
2018-10-04,05:45:28.157,/dev/video5,13179,1,0
2018-10-04,06:34:59.523,/dev/video5,46533,1,0
2020-04-29,19:32:03.532,/dev/video5,182354,1,0
2020-04-29,20:00:00.222,/dev/video5,27899,1,0
2020-04-29,20:30:00.166,/dev/video5,27896,1,0
2020-04-29,21:00:01.739,/dev/video5,27928,1,0
2020-04-29,21:29:59.979,/dev/video5,27893,1,0
2020-04-29,22:00:01.283,/dev/video5,27927,1,0
2020-04-29,22:30:01.858,/dev/video5,27927,1,0
2020-04-29,23:00:00.229,/dev/video5,27897,1,0
2020-04-29,23:30:00.207,/dev/video5,27894,1,0
2020-04-30,00:00:00.248,/dev/video5,27898,1,0
2020-04-30,00:30:00.098,/dev/video5,27895,1,0
2020-04-30,01:00:00.474,/dev/video5,27734,1,0
2020-04-30,01:30:01.945,/dev/video5,27930,1,0
2020-04-30,02:00:00.073,/dev/video5,27899,1,0
2020-04-30,02:30:01.827,/dev/video5,27926,1,0
2020-04-30,03:00:01.707,/dev/video5,27926,1,0
2020-04-30,03:30:00.388,/dev/video5,27896,1,0
2020-04-30,04:00:01.524,/dev/video5,27928,1,0
2020-04-30,04:30:01.491,/dev/video5,27929,1,0
2020-04-30,05:00:01.468,/dev/video5,27925,1,0
2020-04-30,05:30:01.819,/dev/video5,27927,1,0
2020-04-30,06:00:00.116,/dev/video5,27898,1,0
2020-04-30,06:30:01.332,/dev/video5,27929,1,0
2020-04-30,07:00:00.203,/dev/video5,27895,1,0
2020-04-30,07:30:00.140,/dev/video5,27899,1,0
2020-04-30,08:00:01.501,/dev/video5,27926,1,0
2020-04-30,08:30:01.676,/dev/video5,26516,1,0
2020-04-30,09:00:00.221,/dev/video5,27898,1,0
